timestamp,module,event
2024-01-21 18:38:42,topoaa,start
2024-01-21 18:38:48,topoaa,finish
2024-01-21 18:38:49,rigidbody,start
2024-01-22 01:38:59,rigidbody,finish
2024-01-22 01:39:01,caprieval,start
2024-01-22 02:07:39,caprieval,finish
2024-01-22 02:07:41,seletop,start
2024-01-22 02:07:44,seletop,finish
2024-01-22 02:07:46,caprieval,start
2024-01-22 02:09:13,caprieval,finish
2024-01-22 02:09:15,flexref,start
2024-01-22 04:42:15,caprieval,start
2024-01-22 04:42:15,flexref,finish
2024-01-22 04:43:55,caprieval,finish
2024-01-22 04:43:56,emref,start
2024-01-22 04:57:08,emref,finish
2024-01-22 04:57:09,caprieval,start
2024-01-22 04:58:27,caprieval,finish
2024-01-22 04:58:28,clustfcc,start
2024-01-22 04:58:50,clustfcc,finish
2024-01-22 04:58:50,seletopclusts,start
2024-01-22 04:59:28,seletopclusts,finish
2024-01-22 04:59:29,caprieval,start
2024-01-22 05:00:29,caprieval,finish
