timestamp,module,event
2024-01-20T08:36:43,topoaa,start
2024-01-20T08:36:49,topoaa,finish
2024-01-20T08:36:50,rigidbody,start
2024-01-20T15:16:33,rigidbody,finish
2024-01-20T15:16:35,caprieval,start
2024-01-20T15:41:46,caprieval,finish
2024-01-20T15:41:47,seletop,start
2024-01-20T15:41:50,seletop,finish
2024-01-20T15:41:51,caprieval,start
2024-01-20T15:43:10,caprieval,finish
2024-01-20T15:43:11,flexref,start
2024-01-20T18:14:10,caprieval,start
2024-01-20T18:14:10,flexref,finish
2024-01-20T18:15:42,caprieval,finish
2024-01-20T18:15:43,emref,start
2024-01-20T18:28:44,emref,finish
2024-01-20T18:28:44,caprieval,start
2024-01-20T18:30:11,caprieval,finish
2024-01-20T18:30:12,clustfcc,start
2024-01-20T18:30:39,clustfcc,finish
2024-01-20T18:30:39,seletopclusts,start
2024-01-20T18:31:31,seletopclusts,finish
2024-01-20T18:31:31,caprieval,start
2024-01-20T18:32:39,caprieval,finish
